Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1911,US-2022-101911,04/05/2022,04/10/2022,First Class,CU-10642,Customer 782,Consumer,United States,Nevada,Nevada,38525,West,FUR-FUR-5375,Furniture,Furnishings,Furnishings model 186,683.87,3,0.2,8.21
1912,US-2021-101912,09/06/2021,09/12/2021,Standard Class,CU-10227,Customer 485,Home Office,United States,Texas,Texas,58713,Central,OFF-LAB-5650,Office Supplies,Labels,Labels model 79,70.55,5,0.0,24.62
1913,US-2022-101913,06/25/2022,06/29/2022,Standard Class,CU-10481,Customer 151,Home Office,United States,Texas,Texas,10624,Central,OFF-STO-4935,Office Supplies,Storage,Storage model 16,173.5,2,0.0,0.78
1914,US-2022-101914,07/27/2022,08/02/2022,Standard Class,CU-10007,Customer 533,Home Office,United States,North Carolina,North Carolina,86527,South,TEC-PHO-6500,Technology,Phones,Phones model 275,455.29,2,0.5,-39.33
1915,US-2021-101915,02/16/2021,02/22/2021,Standard Class,CU-10395,Customer 517,Home Office,United States,Michigan,Michigan,15694,Central,TEC-ACC-8193,Technology,Accessories,Accessories model 141,3684.42,7,0.0,51.93
1916,US-2023-101916,06/10/2023,06/16/2023,Second Class,CU-10321,Customer 668,Home Office,United States,Nevada,Nevada,12409,West,OFF-BIN-8054,Office Supplies,Binders,Binders model 57,501.83,6,0.0,120.35
1917,US-2023-101917,10/30/2023,11/05/2023,Standard Class,CU-10581,Customer 544,Home Office,United States,Illinois,Illinois,91596,Central,OFF-ART-9552,Office Supplies,Art,Art model 115,814.49,6,0.0,-57.09
1918,US-2024-101918,06/19/2024,06/20/2024,Same Day,CU-10500,Customer 19,Home Office,United States,Georgia,Georgia,55610,South,OFF-LAB-8049,Office Supplies,Labels,Labels model 193,154.67,3,0.15,16.54
1919,US-2023-101919,10/23/2023,10/30/2023,Standard Class,CU-10585,Customer 791,Corporate,United States,Nevada,Nevada,24452,West,FUR-BOO-3790,Furniture,Bookcases,Bookcases model 192,1537.16,4,0.0,324.9
1920,US-2022-101920,04/29/2022,05/03/2022,Standard Class,CU-10437,Customer 229,Corporate,United States,Massachusetts,Massachusetts,23784,East,TEC-COP-4648,Technology,Copiers,Copiers model 262,5919.44,4,0.15,593.34
1921,US-2022-101921,03/18/2022,03/23/2022,Standard Class,CU-10095,Customer 711,Corporate,United States,Florida,Florida,73290,South,OFF-BIN-8894,Office Supplies,Binders,Binders model 167,231.58,2,0.1,42.61
1922,US-2021-101922,10/09/2021,10/11/2021,Standard Class,CU-10646,Customer 516,Corporate,United States,Nevada,Nevada,87408,West,OFF-ART-4886,Office Supplies,Art,Art model 63,620.76,6,0.0,32.82
1923,US-2022-101923,05/18/2022,05/23/2022,Second Class,CU-10290,Customer 552,Consumer,United States,Florida,Florida,38781,South,OFF-BIN-4137,Office Supplies,Binders,Binders model 291,428.72,3,0.1,59.52
1924,US-2024-101924,03/22/2024,03/29/2024,Standard Class,CU-10224,Customer 176,Corporate,United States,North Carolina,North Carolina,25087,South,FUR-BOO-8952,Furniture,Bookcases,Bookcases model 217,1347.26,2,0.3,-106.01
1925,US-2024-101925,01/15/2024,01/22/2024,Second Class,CU-10137,Customer 141,Corporate,United States,Oregon,Oregon,43106,West,FUR-CHA-6945,Furniture,Chairs,Chairs model 35,2404.78,9,0.1,831.64
1926,US-2024-101926,04/21/2024,04/22/2024,Standard Class,CU-10478,Customer 326,Corporate,United States,Nevada,Nevada,34009,West,OFF-STO-8018,Office Supplies,Storage,Storage model 154,496.29,5,0.0,214.75
1927,US-2023-101927,11/27/2023,12/03/2023,Standard Class,CU-10606,Customer 33,Corporate,United States,California,California,20208,West,FUR-CHA-5877,Furniture,Chairs,Chairs model 66,2608.85,5,0.3,199.16
1928,US-2022-101928,12/05/2022,12/12/2022,Standard Class,CU-10341,Customer 720,Corporate,United States,Washington,Washington,35162,West,TEC-ACC-8815,Technology,Accessories,Accessories model 107,5521.82,9,0.1,-311.95
1929,US-2021-101929,11/29/2021,12/01/2021,Standard Class,CU-10647,Customer 510,Consumer,United States,North Carolina,North Carolina,56927,South,FUR-CHA-4296,Furniture,Chairs,Chairs model 220,4818.45,6,0.0,-99.13
1930,US-2023-101930,01/14/2023,01/19/2023,Standard Class,CU-10691,Customer 268,Consumer,United States,Florida,Florida,42719,South,OFF-LAB-6465,Office Supplies,Labels,Labels model 241,644.46,6,0.2,-39.43
1931,US-2022-101931,08/03/2022,08/05/2022,Standard Class,CU-10365,Customer 748,Corporate,United States,Oregon,Oregon,71840,West,OFF-ART-2376,Office Supplies,Art,Art model 41,235.88,5,0.0,-16.0
1932,US-2023-101932,08/07/2023,08/13/2023,Second Class,CU-10724,Customer 21,Home Office,United States,New York,New York,65417,East,FUR-BOO-9217,Furniture,Bookcases,Bookcases model 105,3181.84,5,0.3,525.33
1933,US-2023-101933,07/26/2023,07/30/2023,Standard Class,CU-10786,Customer 57,Home Office,United States,Illinois,Illinois,54483,Central,OFF-BIN-4430,Office Supplies,Binders,Binders model 70,815.14,9,0.0,339.87
1934,US-2022-101934,10/30/2022,11/05/2022,Standard Class,CU-10144,Customer 204,Home Office,United States,New York,New York,83254,East,TEC-MAC-3481,Technology,Machines,Machines model 244,752.05,2,0.0,116.14
1935,US-2024-101935,06/14/2024,06/16/2024,Standard Class,CU-10111,Customer 505,Corporate,United States,North Carolina,North Carolina,44630,South,TEC-MAC-5582,Technology,Machines,Machines model 244,8754.21,7,0.15,3172.45
1936,US-2022-101936,02/16/2022,02/23/2022,Standard Class,CU-10316,Customer 29,Corporate,United States,Nevada,Nevada,24578,West,FUR-TAB-2287,Furniture,Tables,Tables model 158,920.08,3,0.15,-178.12
1937,US-2022-101937,12/01/2022,12/08/2022,Standard Class,CU-10787,Customer 400,Corporate,United States,Georgia,Georgia,60106,South,FUR-CHA-8819,Furniture,Chairs,Chairs model 162,1056.73,3,0.0,51.0
1938,US-2021-101938,12/18/2021,12/19/2021,Standard Class,CU-10450,Customer 769,Corporate,United States,New York,New York,83972,East,OFF-ART-6980,Office Supplies,Art,Art model 233,1181.86,9,0.0,295.62
1939,US-2023-101939,04/29/2023,05/06/2023,Standard Class,CU-10539,Customer 129,Consumer,United States,Ohio,Ohio,72240,Central,TEC-PHO-1259,Technology,Phones,Phones model 101,2476.22,4,0.0,518.13
1940,US-2021-101940,07/02/2021,07/09/2021,Same Day,CU-10326,Customer 560,Consumer,United States,New York,New York,36982,East,OFF-BIN-1197,Office Supplies,Binders,Binders model 235,687.0,5,0.2,129.09
1941,US-2024-101941,09/11/2024,09/17/2024,Standard Class,CU-10690,Customer 101,Home Office,United States,Washington,Washington,48845,West,OFF-BIN-6677,Office Supplies,Binders,Binders model 175,795.61,8,0.4,143.73
1942,US-2023-101942,01/26/2023,02/01/2023,Standard Class,CU-10480,Customer 139,Consumer,United States,New Jersey,New Jersey,14481,East,FUR-FUR-2840,Furniture,Furnishings,Furnishings model 34,5658.84,7,0.2,322.18
1943,US-2021-101943,01/06/2021,01/11/2021,Same Day,CU-10031,Customer 33,Corporate,United States,Georgia,Georgia,94978,South,OFF-ART-5144,Office Supplies,Art,Art model 193,867.55,8,0.2,-104.89
1944,US-2024-101944,03/20/2024,03/24/2024,Second Class,CU-10117,Customer 266,Home Office,United States,Pennsylvania,Pennsylvania,15520,East,OFF-BIN-7532,Office Supplies,Binders,Binders model 253,132.35,1,0.2,20.27
1945,US-2024-101945,10/08/2024,10/09/2024,Second Class,CU-10566,Customer 84,Home Office,United States,Michigan,Michigan,17958,Central,OFF-PAP-8480,Office Supplies,Paper,Paper model 273,78.22,1,0.1,-10.6
1946,US-2023-101946,09/05/2023,09/07/2023,Standard Class,CU-10024,Customer 585,Consumer,United States,Ohio,Ohio,84078,Central,TEC-MAC-6458,Technology,Machines,Machines model 62,1614.24,9,0.0,431.15
1947,US-2022-101947,08/31/2022,09/04/2022,Standard Class,CU-10793,Customer 267,Corporate,United States,Florida,Florida,25751,South,OFF-ART-9751,Office Supplies,Art,Art model 129,515.24,7,0.0,153.86
1948,US-2022-101948,10/30/2022,11/05/2022,Standard Class,CU-10305,Customer 100,Corporate,United States,Georgia,Georgia,53687,South,TEC-ACC-4352,Technology,Accessories,Accessories model 102,1152.69,9,0.0,535.46
1949,US-2021-101949,12/09/2021,12/16/2021,First Class,CU-10411,Customer 138,Consumer,United States,Massachusetts,Massachusetts,71323,East,FUR-CHA-3194,Furniture,Chairs,Chairs model 258,217.48,2,0.1,-30.18
1950,US-2024-101950,08/12/2024,08/16/2024,Standard Class,CU-10346,Customer 98,Corporate,United States,Oregon,Oregon,91158,West,FUR-TAB-4773,Furniture,Tables,Tables model 112,988.61,2,0.1,191.15
1951,US-2021-101951,11/11/2021,11/17/2021,Second Class,CU-10742,Customer 225,Consumer,United States,Oregon,Oregon,85167,West,OFF-ART-8519,Office Supplies,Art,Art model 219,648.58,5,0.3,40.83
1952,US-2021-101952,02/17/2021,02/22/2021,Second Class,CU-10259,Customer 645,Home Office,United States,North Carolina,North Carolina,43286,South,OFF-STO-3076,Office Supplies,Storage,Storage model 10,156.48,2,0.0,25.2
1953,US-2024-101953,02/15/2024,02/18/2024,Second Class,CU-10563,Customer 621,Home Office,United States,Georgia,Georgia,11474,South,OFF-PAP-1866,Office Supplies,Paper,Paper model 62,432.12,3,0.0,136.7
1954,US-2023-101954,02/08/2023,02/13/2023,Standard Class,CU-10671,Customer 276,Consumer,United States,Oregon,Oregon,29626,West,OFF-PAP-5774,Office Supplies,Paper,Paper model 3,318.08,7,0.0,23.44
1955,US-2024-101955,05/04/2024,05/08/2024,Standard Class,CU-10787,Customer 303,Home Office,United States,Michigan,Michigan,97877,Central,FUR-FUR-9670,Furniture,Furnishings,Furnishings model 201,490.06,2,0.4,9.28
1956,US-2023-101956,05/27/2023,05/31/2023,Standard Class,CU-10124,Customer 269,Consumer,United States,New York,New York,56981,East,TEC-COP-2161,Technology,Copiers,Copiers model 119,3213.87,9,0.0,389.92
1957,US-2023-101957,01/09/2023,01/10/2023,Second Class,CU-10142,Customer 80,Consumer,United States,California,California,98957,West,FUR-BOO-9879,Furniture,Bookcases,Bookcases model 83,1302.81,2,0.15,-270.07
1958,US-2022-101958,03/07/2022,03/14/2022,Standard Class,CU-10456,Customer 641,Home Office,United States,New York,New York,20257,East,FUR-BOO-4174,Furniture,Bookcases,Bookcases model 164,1415.16,2,0.1,198.78
1959,US-2024-101959,11/11/2024,11/17/2024,Same Day,CU-10371,Customer 504,Corporate,United States,Massachusetts,Massachusetts,33752,East,OFF-ART-2810,Office Supplies,Art,Art model 50,266.52,5,0.0,48.11
1960,US-2022-101960,04/20/2022,04/24/2022,Standard Class,CU-10036,Customer 401,Consumer,United States,California,California,15738,West,OFF-ART-3508,Office Supplies,Art,Art model 15,550.48,4,0.0,36.98
1961,US-2024-101961,01/17/2024,01/21/2024,Standard Class,CU-10256,Customer 355,Consumer,United States,New Jersey,New Jersey,16539,East,OFF-PAP-6433,Office Supplies,Paper,Paper model 205,245.2,2,0.2,32.3
1962,US-2022-101962,02/07/2022,02/12/2022,Second Class,CU-10010,Customer 250,Consumer,United States,Washington,Washington,73508,West,FUR-FUR-5655,Furniture,Furnishings,Furnishings model 45,965.17,4,0.1,250.65
1963,US-2022-101963,08/18/2022,08/21/2022,Standard Class,CU-10273,Customer 711,Home Office,United States,Texas,Texas,80974,Central,OFF-PAP-2547,Office Supplies,Paper,Paper model 76,240.59,3,0.0,35.71
1964,US-2021-101964,10/06/2021,10/08/2021,Standard Class,CU-10600,Customer 470,Consumer,United States,New York,New York,20690,East,OFF-LAB-7763,Office Supplies,Labels,Labels model 165,678.38,5,0.15,132.15
1965,US-2021-101965,05/02/2021,05/06/2021,Standard Class,CU-10120,Customer 650,Corporate,United States,Ohio,Ohio,69539,Central,TEC-PHO-6035,Technology,Phones,Phones model 264,4126.6,5,0.1,489.83
1966,US-2023-101966,05/10/2023,05/11/2023,Same Day,CU-10616,Customer 167,Home Office,United States,Michigan,Michigan,52645,Central,TEC-COP-8041,Technology,Copiers,Copiers model 237,6640.59,9,0.2,19.18
1967,US-2021-101967,07/14/2021,07/21/2021,Second Class,CU-10797,Customer 241,Consumer,United States,Georgia,Georgia,30013,South,OFF-LAB-4497,Office Supplies,Labels,Labels model 70,441.01,3,0.0,75.9
1968,US-2021-101968,09/16/2021,09/22/2021,Second Class,CU-10021,Customer 215,Consumer,United States,Oregon,Oregon,89004,West,OFF-BIN-2258,Office Supplies,Binders,Binders model 155,54.25,2,0.1,1.08
1969,US-2023-101969,05/27/2023,05/31/2023,Standard Class,CU-10485,Customer 94,Corporate,United States,Washington,Washington,55364,West,OFF-BIN-6551,Office Supplies,Binders,Binders model 119,397.74,5,0.15,16.94
1970,US-2023-101970,03/22/2023,03/24/2023,Standard Class,CU-10542,Customer 491,Corporate,United States,Ohio,Ohio,80041,Central,OFF-ART-2480,Office Supplies,Art,Art model 198,59.18,9,0.0,10.32
1971,US-2022-101971,03/02/2022,03/07/2022,Same Day,CU-10567,Customer 66,Consumer,United States,Alabama,Alabama,32981,South,OFF-LAB-6002,Office Supplies,Labels,Labels model 148,136.22,2,0.5,-24.98
1972,US-2024-101972,08/13/2024,08/16/2024,First Class,CU-10233,Customer 509,Corporate,United States,Massachusetts,Massachusetts,86355,East,OFF-ART-4498,Office Supplies,Art,Art model 129,720.15,8,0.0,110.9
1973,US-2022-101973,10/29/2022,11/01/2022,Second Class,CU-10699,Customer 609,Home Office,United States,Ohio,Ohio,71460,Central,OFF-STO-6025,Office Supplies,Storage,Storage model 28,34.97,1,0.2,3.92
1974,US-2023-101974,11/16/2023,11/23/2023,Standard Class,CU-10022,Customer 708,Corporate,United States,Ohio,Ohio,76086,Central,FUR-BOO-9456,Furniture,Bookcases,Bookcases model 194,326.79,5,0.5,-101.57
1975,US-2024-101975,06/24/2024,06/25/2024,Standard Class,CU-10606,Customer 276,Consumer,United States,Texas,Texas,33397,Central,OFF-PAP-6532,Office Supplies,Paper,Paper model 156,716.88,6,0.15,43.87
1976,US-2021-101976,03/26/2021,04/01/2021,Second Class,CU-10176,Customer 553,Consumer,United States,Alabama,Alabama,10908,South,OFF-LAB-8371,Office Supplies,Labels,Labels model 36,79.06,2,0.1,-10.68
1977,US-2023-101977,05/29/2023,05/31/2023,Standard Class,CU-10628,Customer 734,Consumer,United States,Texas,Texas,65356,Central,OFF-BIN-4346,Office Supplies,Binders,Binders model 127,269.89,2,0.1,20.85
1978,US-2023-101978,07/10/2023,07/17/2023,Second Class,CU-10033,Customer 657,Corporate,United States,North Carolina,North Carolina,30290,South,FUR-FUR-8442,Furniture,Furnishings,Furnishings model 248,6863.09,8,0.1,879.43
1979,US-2024-101979,07/29/2024,08/03/2024,Standard Class,CU-10640,Customer 351,Consumer,United States,Pennsylvania,Pennsylvania,88504,East,OFF-LAB-8342,Office Supplies,Labels,Labels model 274,137.39,9,0.15,6.8
1980,US-2023-101980,07/17/2023,07/24/2023,First Class,CU-10587,Customer 696,Corporate,United States,Ohio,Ohio,80010,Central,FUR-BOO-2098,Furniture,Bookcases,Bookcases model 145,547.81,1,0.2,5.05
1981,US-2023-101981,01/05/2023,01/08/2023,First Class,CU-10787,Customer 615,Consumer,United States,New York,New York,58279,East,OFF-LAB-2870,Office Supplies,Labels,Labels model 80,280.44,5,0.15,36.58
1982,US-2024-101982,04/29/2024,05/03/2024,Standard Class,CU-10007,Customer 353,Home Office,United States,Nevada,Nevada,79148,West,OFF-STO-8757,Office Supplies,Storage,Storage model 33,823.9,9,0.1,52.59
1983,US-2022-101983,10/11/2022,10/16/2022,Second Class,CU-10706,Customer 23,Corporate,United States,New Jersey,New Jersey,97879,East,OFF-ART-6541,Office Supplies,Art,Art model 212,23.11,1,0.2,1.0
1984,US-2023-101984,11/13/2023,11/18/2023,First Class,CU-10419,Customer 571,Corporate,United States,Washington,Washington,37705,West,OFF-PAP-5533,Office Supplies,Paper,Paper model 257,312.35,5,0.15,87.47
1985,US-2024-101985,12/18/2024,12/25/2024,Standard Class,CU-10745,Customer 780,Consumer,United States,Pennsylvania,Pennsylvania,55165,East,TEC-MAC-9576,Technology,Machines,Machines model 10,5215.2,4,0.2,548.74
1986,US-2024-101986,12/30/2024,01/04/2025,Standard Class,CU-10497,Customer 453,Corporate,United States,Illinois,Illinois,63517,Central,FUR-TAB-8538,Furniture,Tables,Tables model 286,1586.22,4,0.15,155.58
1987,US-2021-101987,11/11/2021,11/14/2021,Standard Class,CU-10217,Customer 165,Consumer,United States,California,California,13956,West,TEC-MAC-9263,Technology,Machines,Machines model 252,4255.77,4,0.2,546.91
1988,US-2022-101988,04/12/2022,04/16/2022,Second Class,CU-10091,Customer 364,Consumer,United States,Massachusetts,Massachusetts,97222,East,OFF-PAP-1629,Office Supplies,Paper,Paper model 98,610.3,5,0.4,90.19
1989,US-2024-101989,02/06/2024,02/10/2024,Standard Class,CU-10098,Customer 78,Corporate,United States,Ohio,Ohio,26261,Central,OFF-BIN-1689,Office Supplies,Binders,Binders model 285,635.18,9,0.15,69.76
1990,US-2024-101990,12/14/2024,12/19/2024,Standard Class,CU-10209,Customer 750,Consumer,United States,Nevada,Nevada,47807,West,OFF-STO-9136,Office Supplies,Storage,Storage model 223,544.42,7,0.3,88.65
1991,US-2022-101991,11/25/2022,11/30/2022,Standard Class,CU-10103,Customer 697,Consumer,United States,Alabama,Alabama,92233,South,FUR-CHA-2094,Furniture,Chairs,Chairs model 83,1110.61,8,0.0,57.56
1992,US-2022-101992,01/22/2022,01/25/2022,Standard Class,CU-10504,Customer 709,Corporate,United States,Illinois,Illinois,61511,Central,TEC-ACC-2067,Technology,Accessories,Accessories model 49,542.49,2,0.15,76.21
1993,US-2023-101993,03/27/2023,04/02/2023,Standard Class,CU-10254,Customer 423,Consumer,United States,New York,New York,36500,East,TEC-MAC-3970,Technology,Machines,Machines model 252,6897.89,6,0.15,139.52
1994,US-2024-101994,08/10/2024,08/17/2024,Standard Class,CU-10703,Customer 232,Corporate,United States,Massachusetts,Massachusetts,57927,East,OFF-BIN-7806,Office Supplies,Binders,Binders model 33,85.05,2,0.0,15.71
1995,US-2021-101995,05/24/2021,05/31/2021,First Class,CU-10724,Customer 12,Home Office,United States,Oregon,Oregon,55196,West,OFF-LAB-6483,Office Supplies,Labels,Labels model 272,533.85,6,0.15,138.9
1996,US-2022-101996,09/18/2022,09/23/2022,Standard Class,CU-10351,Customer 424,Consumer,United States,Washington,Washington,27286,West,OFF-PAP-2932,Office Supplies,Paper,Paper model 73,686.77,9,0.15,185.02
1997,US-2021-101997,03/01/2021,03/06/2021,Standard Class,CU-10156,Customer 106,Home Office,United States,Ohio,Ohio,85533,Central,OFF-BIN-5984,Office Supplies,Binders,Binders model 288,160.77,5,0.2,21.36
1998,US-2022-101998,07/10/2022,07/13/2022,Standard Class,CU-10375,Customer 422,Corporate,United States,Illinois,Illinois,60618,Central,OFF-ART-3266,Office Supplies,Art,Art model 156,104.96,1,0.0,28.27
1999,US-2023-101999,05/17/2023,05/22/2023,Standard Class,CU-10234,Customer 569,Home Office,United States,Texas,Texas,39943,Central,FUR-BOO-6465,Furniture,Bookcases,Bookcases model 286,1312.07,2,0.0,106.26
2000,US-2024-102000,12/05/2024,12/12/2024,Standard Class,CU-10374,Customer 621,Corporate,United States,Florida,Florida,49938,South,TEC-MAC-3535,Technology,Machines,Machines model 220,11229.47,8,0.15,4532.06
2001,US-2022-102001,11/26/2022,12/02/2022,Standard Class,CU-10168,Customer 220,Corporate,United States,California,California,42392,West,FUR-TAB-3091,Furniture,Tables,Tables model 59,6346.75,8,0.1,1150.65
2002,US-2022-102002,03/22/2022,03/28/2022,Standard Class,CU-10689,Customer 5,Consumer,United States,Georgia,Georgia,38923,South,OFF-LAB-7147,Office Supplies,Labels,Labels model 127,25.8,3,0.3,-1.55
2003,US-2021-102003,11/04/2021,11/08/2021,Standard Class,CU-10197,Customer 394,Consumer,United States,Texas,Texas,15968,Central,OFF-PAP-3363,Office Supplies,Paper,Paper model 256,430.68,9,0.0,5.81
2004,US-2021-102004,12/14/2021,12/19/2021,Standard Class,CU-10676,Customer 519,Corporate,United States,Ohio,Ohio,30859,Central,TEC-MAC-5271,Technology,Machines,Machines model 263,1845.32,9,0.0,997.91
2005,US-2021-102005,03/21/2021,03/23/2021,Second Class,CU-10208,Customer 419,Consumer,United States,Pennsylvania,Pennsylvania,34762,East,OFF-BIN-3897,Office Supplies,Binders,Binders model 222,1152.69,8,0.0,383.58
2006,US-2021-102006,10/18/2021,10/25/2021,Standard Class,CU-10325,Customer 696,Home Office,United States,Pennsylvania,Pennsylvania,25524,East,OFF-LAB-5146,Office Supplies,Labels,Labels model 287,199.82,6,0.0,40.16
2007,US-2021-102007,03/14/2021,03/16/2021,Standard Class,CU-10259,Customer 13,Home Office,United States,Ohio,Ohio,51483,Central,OFF-ART-5724,Office Supplies,Art,Art model 6,85.02,1,0.0,15.09
2008,US-2021-102008,10/20/2021,10/25/2021,Standard Class,CU-10799,Customer 53,Consumer,United States,Illinois,Illinois,59185,Central,FUR-BOO-3489,Furniture,Bookcases,Bookcases model 281,1214.34,6,0.2,107.3
2009,US-2022-102009,01/29/2022,02/02/2022,First Class,CU-10091,Customer 229,Home Office,United States,New York,New York,76307,East,OFF-BIN-6803,Office Supplies,Binders,Binders model 108,636.26,7,0.4,-10.65
2010,US-2021-102010,02/27/2021,03/04/2021,Standard Class,CU-10177,Customer 157,Home Office,United States,North Carolina,North Carolina,72770,South,OFF-LAB-8878,Office Supplies,Labels,Labels model 74,117.47,2,0.15,12.07
2011,US-2022-102011,08/18/2022,08/19/2022,Second Class,CU-10276,Customer 589,Consumer,United States,Georgia,Georgia,41809,South,OFF-BIN-9447,Office Supplies,Binders,Binders model 289,411.44,6,0.1,94.84
2012,US-2023-102012,02/17/2023,02/23/2023,Second Class,CU-10146,Customer 601,Corporate,United States,Illinois,Illinois,53038,Central,OFF-LAB-7224,Office Supplies,Labels,Labels model 233,85.65,4,0.0,23.75
2013,US-2024-102013,05/25/2024,05/28/2024,Second Class,CU-10478,Customer 230,Consumer,United States,North Carolina,North Carolina,17101,South,TEC-PHO-3082,Technology,Phones,Phones model 133,2614.51,2,0.4,-202.14
2014,US-2024-102014,02/18/2024,02/25/2024,Same Day,CU-10155,Customer 108,Consumer,United States,California,California,34074,West,FUR-TAB-7728,Furniture,Tables,Tables model 123,853.26,9,0.0,105.81
2015,US-2022-102015,03/11/2022,03/16/2022,Standard Class,CU-10382,Customer 584,Corporate,United States,Texas,Texas,55358,Central,OFF-STO-9828,Office Supplies,Storage,Storage model 58,396.35,4,0.1,73.52
2016,US-2022-102016,01/07/2022,01/09/2022,Standard Class,CU-10428,Customer 301,Corporate,United States,Florida,Florida,52829,South,FUR-CHA-6870,Furniture,Chairs,Chairs model 195,6494.23,9,0.0,-125.21
2017,US-2023-102017,11/11/2023,11/18/2023,Standard Class,CU-10689,Customer 369,Corporate,United States,Washington,Washington,92658,West,OFF-STO-2536,Office Supplies,Storage,Storage model 249,979.98,8,0.1,-118.64
2018,US-2023-102018,03/15/2023,03/21/2023,Standard Class,CU-10086,Customer 673,Consumer,United States,Massachusetts,Massachusetts,50714,East,OFF-ART-8889,Office Supplies,Art,Art model 90,68.98,8,0.2,1.09
2019,US-2021-102019,03/10/2021,03/12/2021,Standard Class,CU-10101,Customer 173,Corporate,United States,Massachusetts,Massachusetts,12368,East,OFF-BIN-4223,Office Supplies,Binders,Binders model 149,826.18,7,0.3,75.21
2020,US-2021-102020,01/13/2021,01/15/2021,Standard Class,CU-10447,Customer 478,Consumer,United States,California,California,37898,West,OFF-BIN-1091,Office Supplies,Binders,Binders model 3,516.8,5,0.2,216.93
2021,US-2022-102021,03/10/2022,03/12/2022,Second Class,CU-10084,Customer 42,Corporate,United States,Washington,Washington,50363,West,TEC-ACC-8874,Technology,Accessories,Accessories model 27,2991.56,5,0.1,131.5
2022,US-2021-102022,05/02/2021,05/09/2021,Standard Class,CU-10697,Customer 577,Corporate,United States,Georgia,Georgia,58519,South,OFF-ART-5030,Office Supplies,Art,Art model 156,137.13,1,0.1,25.54
2023,US-2024-102023,07/04/2024,07/09/2024,Standard Class,CU-10502,Customer 40,Home Office,United States,Ohio,Ohio,37109,Central,OFF-LAB-9646,Office Supplies,Labels,Labels model 31,279.38,4,0.0,31.83
2024,US-2023-102024,05/29/2023,06/04/2023,Standard Class,CU-10241,Customer 172,Home Office,United States,Ohio,Ohio,62266,Central,OFF-PAP-9621,Office Supplies,Paper,Paper model 105,241.05,2,0.1,3.36
2025,US-2022-102025,12/01/2022,12/03/2022,Standard Class,CU-10433,Customer 64,Consumer,United States,Georgia,Georgia,68563,South,FUR-CHA-4678,Furniture,Chairs,Chairs model 204,392.94,8,0.2,94.42
2026,US-2023-102026,09/09/2023,09/12/2023,First Class,CU-10737,Customer 595,Consumer,United States,Ohio,Ohio,89729,Central,OFF-STO-4145,Office Supplies,Storage,Storage model 253,802.75,7,0.4,19.64
2027,US-2021-102027,11/06/2021,11/10/2021,Second Class,CU-10621,Customer 47,Consumer,United States,Massachusetts,Massachusetts,50918,East,OFF-STO-3216,Office Supplies,Storage,Storage model 256,540.35,5,0.2,53.42
2028,US-2023-102028,10/04/2023,10/09/2023,First Class,CU-10550,Customer 694,Home Office,United States,Massachusetts,Massachusetts,52361,East,OFF-STO-2949,Office Supplies,Storage,Storage model 50,125.24,3,0.4,-1.51
2029,US-2023-102029,04/28/2023,05/05/2023,Standard Class,CU-10414,Customer 772,Home Office,United States,North Carolina,North Carolina,59478,South,FUR-BOO-9404,Furniture,Bookcases,Bookcases model 188,791.94,3,0.15,176.55
2030,US-2021-102030,10/10/2021,10/17/2021,Second Class,CU-10271,Customer 648,Consumer,United States,Nevada,Nevada,82867,West,TEC-MAC-9869,Technology,Machines,Machines model 26,6537.1,4,0.0,2455.59
2031,US-2024-102031,08/05/2024,08/10/2024,Standard Class,CU-10380,Customer 25,Corporate,United States,Washington,Washington,28384,West,TEC-PHO-5788,Technology,Phones,Phones model 250,8237.47,5,0.0,1067.84
2032,US-2024-102032,06/21/2024,06/25/2024,Standard Class,CU-10402,Customer 370,Consumer,United States,Michigan,Michigan,10875,Central,TEC-MAC-9878,Technology,Machines,Machines model 200,3312.89,3,0.3,289.77
2033,US-2021-102033,09/22/2021,09/25/2021,Standard Class,CU-10441,Customer 318,Home Office,United States,Texas,Texas,58075,Central,OFF-LAB-9424,Office Supplies,Labels,Labels model 262,94.0,1,0.2,12.62
2034,US-2024-102034,02/04/2024,02/10/2024,Second Class,CU-10550,Customer 299,Corporate,United States,Illinois,Illinois,95502,Central,FUR-BOO-4867,Furniture,Bookcases,Bookcases model 233,553.31,2,0.1,6.41
2035,US-2021-102035,08/05/2021,08/09/2021,Second Class,CU-10648,Customer 746,Corporate,United States,Massachusetts,Massachusetts,46372,East,OFF-LAB-4195,Office Supplies,Labels,Labels model 185,452.67,7,0.15,39.34
2036,US-2022-102036,06/04/2022,06/07/2022,Standard Class,CU-10317,Customer 351,Home Office,United States,Alabama,Alabama,76008,South,OFF-ART-4068,Office Supplies,Art,Art model 219,237.03,8,0.0,-8.4
2037,US-2022-102037,05/31/2022,06/02/2022,Standard Class,CU-10183,Customer 482,Home Office,United States,Alabama,Alabama,45896,South,FUR-FUR-6485,Furniture,Furnishings,Furnishings model 223,4841.41,8,0.2,53.05
2038,US-2021-102038,06/06/2021,06/11/2021,Standard Class,CU-10189,Customer 291,Consumer,United States,California,California,37532,West,OFF-LAB-6523,Office Supplies,Labels,Labels model 213,526.22,4,0.0,97.81
